,Unnamed: 0,question,personal
6670,62322.0,How do you deal with feelings of insecurity in social situations,1
5583,2339.0,What is the best way to improve your memory,1
5117,1642.0,What is the most famous bridge in the world,0
5653,1779.0,What is the most famous clock tower in the world,0
3222,2548.0,What’s your favorite way to keep a positive mindset ,1
2641,326.0,"Okay, how good are you telling hurtful truths ",1
3536,986.0,What is the main component of Earth’s atmosphere ,0
2322,2962.0, What is the largest cave system in the world,0
4141,1548.0,How do you maintain a healthy work-life balance ,1
4295,3685.0,Have you ever considered changing careers ,1
6106,5957.0,What’s one thing you do to stay grounded,1
4624,2574.0,"Who painted the ""Starry Night"" ",0
5248,1390.0,What’s the most famous art gallery in the world,0
5548,2351.0,How do you deal with a difficult coworker,1
784,210.0,Do you like the idea of dating after sex or do you prefer the traditional way ,1
6489,44240.0,How do you ensure you don’t lose sight of your long-term vision,1
4552,3034.0,Is the Statue of Liberty in New York ,0
2717,2863.0,Who is your favorite historical figure in politics ,1
2499,998.0,In which part of the human body is the smallest bone found ,0
5869,1547.0,What is the largest island in the Mediterranean,0
365,1013.0,What is the chemical formula for table salt (sodium chloride) ,0
3060,249.0,What annoying thing do you have to do almost every day ,1
5150,1638.0,How do you practice mindfulness in daily life,1
5081,1290.0,What’s the best way to improve your mental health,1
6024,1614.0,What is the most famous landmark in Rome,0
3762,1361.0,Would you rather get your dream job or win a lottery ,1
5412,1434.0,How do you develop a positive mindset,1
4220,474.0,"What one personal information do you think people should rather not ask  Okay, can I ask you though ",1
6091,4442.0,What’s something you’ve struggled with but are proud of overcoming,1
1899,2091.0,What is the name of the planet known as the Red Planet ,0
4493,436.0,Who developed the theory of operant conditioning ,0
1448,2341.0,What’s the best way to get a good night’s sleep ,1
2813,1761.0,What is the name of the process where water changes to steam ,0
6205,15856.0,What’s one thing that always makes you feel happy,1
5667,1742.0,What is the most famous pyramid in the world,0
1033,2955.0,What’s your favorite restaurant ,1
4917,3569.0,Who is your best friend ,1
5160,2901.0,What’s your favorite childhood book,1
133,746.0,"Can love happen twice  Okay, why or why not ",1
5970,1581.0,What is the best way to make a good first impression,1
1824,1379.0,"If you could take inspiration from books, movies, etc., and turn them into the reality of your life, which ones would you choose ",1
3891,2994.0, How do you improve your writing skills,1
532,2361.0, What is the most famous river in the United States,0
666,1937.0,What is the main purpose of the circulatory system ,0
329,2287.0, What is the longest tunnel in the world,0
5697,2069.0,What is the most famous theme park in the United States,0
6770,72322.0,How do you make sure you take care of your emotional needs first,1
5419,2302.0,How do you develop better communication with your team,1
6406,35957.0,How do you stay committed to your long-term dreams,1
134,1510.0, What is the longest national park in the world,0
5274,1629.0,What is the most famous landmark in Paris,0
6388,34139.0,What’s one of the biggest lessons you’ve learned from failure,1
5502,2530.0,What is the most expensive city to live in,0
5766,1765.0,What is the best way to maintain a work-life balance,1
1700,528.0,How good are you as a leader  What makes someone a good leader ,1
5998,1445.0,What is the most famous battle in history,0
2461,3421.0,Where can I find a bike rental shop ,0
2748,546.0,Which European nation was said to invent hot dogs ,0
4717,2217.0,What’s your favorite type of exercise to do at home ,1
4100,2175.0, What is the most famous historical landmark in Europe,0
1972,2164.0,What is the largest waterfall in the world ,0
1604,1460.0,What is your favorite holiday and why ,1
3964,2538.0, What is the most famous historical site in China,0
5559,2042.0,How do you stay motivated to learn,1
3450,3029.0,Do some fish live in freshwater ,0
2831,3028.0,Can humans survive without food ,0
3592,2160.0,What is the name of the smallest country in the world ,0
3067,1647.0, What is the most famous mountain in the Himalayas,0
988,1594.0,What’s a skill you’re currently working to improve ,1
5381,1592.0,What is the most famous battle in history,0
2880,2732.0,Who is the richest person in your country ,1
3295,2778.0, How do you manage to stay productive,1
494,3485.0,Where can I buy a SIM card for my phone ,0
4751,1891.0,What is the name of the most famous painting by Leonardo da Vinci ,0
5076,3243.0,What is the coldest place on Earth,0
3334,3642.0,What was the name of your first crush ,1
5258,2921.0,What is the most famous airport in the world,0
6805,75857.0,What’s one thing you do to ensure you’re living authentically,1
4834,849.0,Can you say that you never made a wish at some random thing ,1
4268,304.0,How do you want to be remembered after you die  Do you think you’d be ,1
4071,2091.0, What is the largest river in Asia,0
2102,2414.0, What is the deepest part of the Mediterranean Sea,0
2039,844.0,"If you could lead a life that someone had already lived or is living, whose life would you choose ",1
6812,76564.0,How do you stay emotionally balanced in high-stress situations,1
4173,1633.0,Which organ is known as the brain of the computer ,0
695,3025.0,Is Antarctica cold ,0
211,678.0,"If you had to start a business, what would it be about ",1
3357,2170.0,What is the name of the first human to travel into space ,0
6594,54746.0,How do you stay focused on what truly matters in your life,1
5232,3192.0,What is the largest moon of Jupiter,0
2784,2320.0,What is the name of the largest animal to ever live ,0
4828,3243.0,Where can I find the nearest public park ,0
5596,2400.0,What is the best way to handle criticism,1
905,2131.0,What is the capital city of France ,0
950,1377.0,Who is your first crush  Did you tell them ,1
1606,3020.0,Do cows produce milk ,0
6152,10503.0,What’s something you’ve learned from your mistakes,1
6785,73837.0,What’s one thing you do to keep a positive attitude in difficult situations,1
2325,2155.0, What is the deepest point in the Atlantic Ocean,0
1050,3493.0,Where is the nearest public toilet ,0
906,1636.0,What inspires you to try new activities ,1
3059,3593.0,Who do you look up to the most ,1
2731,814.0,How many pillows do you sleep with ,1
429,1692.0,What’s the best part about learning something new ,1
772,2927.0, How do you stay focused on your goals,1
425,2278.0, What is the oldest active city in the world,0
1410,3339.0,Where can I rent a car for the weekend ,0
1195,714.0,Which country is the largest by land area ,0
6694,64746.0,How do you stay motivated when you're facing uncertainty,1
3940,1728.0, What is the largest desert in North America,0
239,1436.0,What was your proudest academic achievement ,1
6245,19896.0,What’s something you wish people understood about your struggles,1
3537,3598.0,What is your favorite TV show ,1
995,3448.0,What time does the art gallery open ,0
2137,1907.0, How do you make decisions under pressure,1
5259,2203.0,How do you stay motivated to exercise,1
4510,2008.0,What’s the best way to overcome challenges ,1
6922,87574.0,What’s one thing you do to find balance between work and play,1
5382,2510.0,How do you develop a growth mindset,1
3286,1804.0, What is the most famous mountain in the Himalayas,0
5793,1560.0,What is the most famous beach in the United States,0
2281,8.0,How different would you be from the current you if you were of the other gender ,1
6795,74847.0,What’s one thing you do to stay grounded during emotional ups and downs,1
2034,2625.0,Who was the first king of Scotland ,0
2125,1653.0,What is the primary function of the heart ,0
1027,273.0,What was the name of the rock band formed by Jimmy Page ,0
6913,86665.0,How do you maintain your sense of self-worth during challenging times,1
2176,475.0,Which infinity stone was located on Vormir ,0
1396,315.0,How long does it take you to get ready in the morning ,1
5886,1459.0,What is the best way to learn a new language,1
4063,445.0,How can you drop a raw egg on the concrete floor without cracking it ,0
4336,1639.0, What is the longest-running television series,0
6155,10806.0,What’s something you’ve always wanted to accomplish but haven’t yet,1
5339,1410.0,How do you deal with difficult people,1
2845,989.0,What are the things you are interested in ,1
2371,3283.0,Where can I buy a public transport ticket ,0
1558,3465.0,Where can I find a good pizza place ,0
5112,1366.0,What’s the most important part of your morning routine,1
4940,2922.0,What language do you speak ,1
4461,1800.0,What’s the most exciting event you’ve attended ,1
3680,2541.0, What is the oldest continuously inhabited city in the world,0
6715,66867.0,What’s one habit that has helped you improve your mental well-being,1
4487,2672.0,"Who is the author of ""Catch-22"" ",0
1773,3703.0,What’s the worst driving experience you’ve had ,1
1645,1299.0,In which year did World War II end ,0
3550,1743.0,Which country has the most natural lakes ,0
1617,768.0,What is your favorite childhood memory ,1
4505,3215.0,How long does it take to get to the airport ,0
6126,7977.0,What’s your proudest moment so far,1
4929,2811.0,Who is the most famous person in the world ,1
1271,887.0,In what year and in which city were the first modern Olympic Games held ,0
4255,3732.0,Do you like camping in the woods ,1
3636,3290.0,What is the distance to the nearest shopping mall ,0
6574,52726.0,How do you handle change when it comes unexpectedly,1
6254,20705.0,What’s your favorite way to celebrate achievements,1
1620,1852.0,What’s your favorite way to spend a long weekend ,1
1672,3525.0,Where can I find a good Italian restaurant ,0
3839,3273.0,What time does the bank open ,0
4252,1553.0,What’s the most challenging decision you’ve ever made ,1
6088,4139.0,What’s the best thing you’ve learned from a past relationship,1
5892,1787.0,What is the most famous opera in the world,0
4561,3518.0,How do I get a taxi in the city ,0
6987,94039.0,How do you practice mindfulness in your everyday life,1
4613,3406.0,Where can I find a local museum for children ,0
1189,1703.0, What is the longest-running historical event,0
3583,2897.0,Who is your favorite singer ,1
4567,1795.0,What is the name of the largest mammal ,0
1202,2685.0,Who is your mother ,1
2965,2100.0,What’s the most surprising thing you’ve learned this year ,1
1121,1727.0,What is the chemical symbol for oxygen ,0
119,2702.0,Who is your mentor ,1
5995,1776.0,What is the best way to stay productive during the day,1
5466,1413.0,What is the longest highway in the world,0
1024,295.0,What is the capital city of Bhutan ,0
6087,4038.0,What’s something that’s on your bucket list,1
3540,2288.0,What is the name of the highest waterfall in North America ,0
6842,79594.0,How do you stay hopeful even when things seem uncertain,1
4994,1645.0, What is the largest mammal in the ocean,0
2401,1572.0, What is the longest-running television drama,0
4771,1734.0,What’s the best way to keep a positive mindset ,1
4057,2073.0, What is the most famous food in Japan,0
2006,3218.0,What is the average rent for an apartment in this area ,0
5703,1880.0,What is the most famous museum in the United Kingdom,0
6256,20907.0,What’s something that inspires you to keep moving forward,1
5509,2194.0,What is the most famous river in Europe,0
4775,2307.0,What’s the best way to develop healthy habits ,1
5555,2423.0,What is the best way to stay organized,1
5058,2032.0,What’s your favorite type of cuisine,1
1266,1289.0,What is meteorology the study of ,0
948,3595.0,What is your favorite color ,1
1689,1944.0,What’s your favorite type of game to play ,1
475,430.0,What made you feel grateful recently ,1
3255,2507.0, What is the most famous lake in North America,0
2429,2923.0, How do you cope with loneliness,1
368,3109.0,What is the best way to study for an exam ,0
5223,2871.0,How do you maintain a positive attitude,1
3191,1722.0,What’s your favorite thing about the changing seasons ,1
424,3230.0,Where can I find a public restroom ,0
1293,3119.0,How long does it take to drive to the airport ,0
6759,71211.0,What’s one thing you do to stay emotionally balanced when facing challenges,1
6321,27472.0,How do you prioritize your health and well-being,1
901,701.0,Which country is home to the ancient city of Petra ,0
6726,67978.0,How do you manage your thoughts when you feel overwhelmed,1
2972,2956.0, What is the tallest building in New York City,0
2416,1555.0,What’s the most inspiring story you’ve heard recently ,1
3476,2196.0,What is the symbol for iron on the periodic table ,0
1418,3078.0,How do I change my password ,0
4466,1768.0, What is the most expensive painting ever sold,0
1014,1213.0,"Do I get enough sleep  What is stopping me, if not ",1
1403,1340.0,Where do you want to be in the next 10 years ,1
1814,2640.0,Who is the current monarch of the United Kingdom ,0
5872,1662.0,What is the best way to improve emotional intelligence,1
4297,1198.0,Do we really need wars in a civilized society  Are we really civilized then ,1
4715,2044.0, What is the most famous pyramid in Egypt,0
573,491.0,"If you could have wings but had to lose all your hair, would you do that ",1
5569,1523.0,How do you handle difficult decisions,1
3662,455.0,"If you could become a billionaire by trading your most precious thing, what would trade ",1
5072,1499.0,What is the speed of sound,0
3908,1960.0,What’s the best way to improve your handwriting ,1
1399,1739.0, How do you stay creative,1
3956,2974.0, How do you stay organized during a move,1
3447,3392.0,How do I get a ferry ticket ,0
1629,2255.0,What’s the best way to handle criticism ,1
5669,1963.0,What is the largest continent by land area,0
527,2564.0, What is the deepest part of the Indian Ocean,0
4757,3147.0,What time does the library close ,0
4580,530.0,What is a plié in ballet ,0
2782,960.0,"What is the name of the holiday celebrated by Muslims worldwide, marking the end of Ramadan ",0
1160,2040.0, What is the most famous volcano in the world,0
2131,3104.0,What is the highest mountain in the world ,0
3417,1646.0,What’s the most adventurous thing you’ve tried recently ,1
5848,1733.0,What is the best way to stay productive during a long commute,1
5433,1753.0,What is the best way to deal with failure,1
1882,2104.0, What is the most famous cathedral in the world,0
1276,2730.0, What is the most expensive city to live in,0
5422,2008.0,What is the most expensive piece of art in the world,0
6090,4341.0,What’s your idea of a perfect weekend,1
599,1364.0,What is the world record for the longest hiccupping spree ,0
4178,2323.0, What is the best-selling music album of all time,0
3538,2031.0,What is the smallest mammal in the world ,0
6178,13129.0,What’s something you’re passionate about making time for,1
5862,1557.0,What is the most famous lake in the United States,0
3040,1497.0,What is the chemical formula for table salt ,0
5586,1952.0,What is the best way to stay healthy,1
3664,3322.0,How do I report a problem with the subway ,0
1363,3038.0,Is a cucumber a vegetable ,0
6982,93534.0,What’s one thing you do to avoid burnout,1
6520,47371.0,What’s one thing you do to stay true to your passions,1
5733,2118.0,What is the most famous shopping mall in the world,0
1075,226.0,Have you ever had suicidal thoughts ,1
5894,1654.0,What is the most famous theater in the world,0
3223,3167.0,Where can I find a coffee shop around here ,0
3346,2024.0,What’s your favorite way to unwind ,1
6830,78382.0,How do you keep your emotional well-being in check during major transitions,1
5723,1674.0,What is the most famous building in New York City,0
5761,1472.0,What is the best way to deal with failure,1
1593,1984.0, What is the largest bird migration in the world,0
5212,2389.0,What is the most common eye color in the world,0
834,3678.0,Have you ever had a job that made you unhappy ,1
3466,3407.0,How do I find a local tourist guide ,0
1731,3529.0,Where can I buy some souvenirs ,0
3064,1117.0,Are you doing your best in your relationships ,1
1634,1772.0, What is the most expensive building ever built,0
1821,294.0,Are you good at listening  Do you think you are better at speaking or listening ,1
5384,2770.0,How do you stay focused on long-term goals,1
5270,2727.0,What is the most expensive city to live in,0
4657,2632.0, What is the most famous sporting event in the world,0
1962,1778.0, What is the highest point in the United States,0
2964,3355.0,How do I check the availability of a restaurant ,0
3123,3622.0,What is your favorite type of vacation ,1
2273,1789.0, What is the fastest growing plant in the world,0
2323,2293.0,What’s the best way to stay disciplined with your diet ,1
242,165.0,Who is the Greek god of war and son of Zeus and Hera ,0
3165,2144.0,What is the largest desert on Earth ,0
2798,2773.0, How do you stay calm during stressful situations,1
4960,435.0,"Is there something you want to do one day but you couldn’t till now  Okay, what is it ",1
6500,45351.0,What’s one way you practice mindfulness in your daily life,1
3122,2394.0,What is the term for a group of wolves ,0
5221,2369.0,What’s your favorite book genre,1
6120,7371.0,What’s one thing that makes you feel most alive,1
2259,411.0,Which planet is the hottest in the solar system ,0
384,716.0,Do you have any song that makes you cry every time you listen to it ,1
6612,56564.0,How do you prioritize your emotional needs alongside other responsibilities,1
2653,709.0,What is the chemical symbol for carbon ,0
2996,1998.0,What’s your favorite type of season ,1
758,1601.0, What is the longest mountain range in South America,0
1408,3069.0,How many pages are in this book ,0
3602,2111.0,What is the process by which plants absorb sunlight ,0
1168,423.0,Have you ever licked your plate ,1
3014,2126.0,What’s the best way to stay focused during study sessions ,1
3363,2528.0,What’s your favorite way to make new friends ,1
3041,1025.0,In which ancient text is Yoga primarily outlined ,0
4942,756.0,"If you had to name one thing that makes you fall for someone, what would it be ",1
1314,82.0,Have you ever had recurring dreams about something  Do you think it is a sign of something ,1
4198,913.0,Hills or sea ,1
6473,42624.0,How do you stay productive when you feel uninspired,1
3522,1064.0,What part of your job do you like most ,1
4289,1846.0,What’s the most inspiring story you’ve heard ,1
1247,1309.0,"If your best friend asks you to share your phone password, would you do it  Or, are you comfortable sharing your password ",1
47,2783.0, What is the most famous beach in Hawaii,0
254,1128.0,"What is your favorite season  Okay, what do you like most about it ",1
3167,324.0,How easily do you trust people ,1
911,1895.0,What is the primary ingredient in chocolate ,0
4642,39.0,What part of the atom has no electric charge ,0
4395,2179.0, What is the most famous desert,0
1323,220.0,What does MRI stand for in medical imaging ,0
2838,3710.0,Have you ever had car troubles on the road ,1
828,2338.0,What is the capital of Italy ,0
4891,3031.0,Is the Eiffel Tower in France ,0
2995,2565.0, What is the tallest building in Europe,0
870,314.0,"Are you into anything creative  If yes, what is it ",1
3672,1333.0, What’s your idea of a perfect day,1
751,605.0,"If you had to keep only one of your five senses, which ones would you choose ",1
7003,95655.0,How do you handle moments of doubt in your personal journey,1
167,3166.0,What time is the next flight ,0
5953,1454.0,What is the most famous scientific theory,0
3159,549.0,What is the name of the thin and long country that spans more than half of the western coast of South America ,0
895,3211.0,Where can I get a good deal on a car rental ,0
6279,23230.0,What’s something that motivates you every day,1
2669,1582.0,How do you usually spend your evenings ,1
3791,265.0,Do you know someone who is the god of flirting ,1
421,159.0,What is the average lifespan of a domestic cat ,0
1827,2226.0, What is the most famous ancient city,0
7005,95857.0,How do you ensure you’re balancing your responsibilities with self-care,1
2945,1864.0,What’s the most beautiful place you’ve visited ,1
4813,2921.0, What is the largest salt flat in the world,0
6847,80099.0,What’s one thing you do to stay mindful when life gets busy,1
1906,2765.0, What is the deepest lake in Africa,0
5215,1634.0,What is the most important factor in a successful relationship,1
1646,1138.0,What is the most horrible children’s book you have ever seen  How is it horrible ,1
4821,2387.0, What is the most visited museum in the world,0
3622,3415.0,What time does the park open ,0
2407,287.0,What is the largest volcano on Earth ,0
6713,66665.0,What’s one thing you do to keep your mindset positive,1
6999,95251.0,How do you stay true to your passions when facing external pressures,1
1633,1268.0,What is your secret addiction  Anything – little or big.,1
4338,3729.0,What’s your ideal vacation weather ,1
6365,31816.0,What’s something you do to stay connected to your goals,1
3504,2421.0, What is the deepest mine in the world,0
3264,2008.0, How do you stay on track with your goals,1
1049,1676.0,What’s your favorite childhood game to play ,1
3161,35.0,Can you show your browser history ,1
2601,247.0,What is the best story about you that gives us an idea of what kind of a person you are ,1
4427,1602.0, What is the most famous landmark in the world,0
3093,3427.0,How do I find a local guide for a historical tour ,0
4551,1689.0, What is the largest ancient monument,0
2318,1402.0,How many languages do you speak ,1
1501,199.0,What is your child's proudest accomplishment ,1
4393,2300.0,What is the term for a baby bear ,0
1891,1810.0,What’s the most interesting fact you know ,1
6276,22927.0,What’s something you’re most proud of from your childhood,1
171,3199.0,How far is the airport from here ,0
6870,82322.0,What’s one thing you do to stay positive when everything feels overwhelming,1
5560,2053.0,What is the most famous sculpture in the world,0
143,2591.0, What is the longest mountain range in North America,0
6117,7068.0,How do you practice gratitude in your life,1
6082,3533.0,What’s the best way for you to express your feelings,1
863,1492.0, What is the most famous religious landmark in the world,0
3617,462.0,What's your favorite family recipe ,1
713,3400.0,Where can I find a hospital with an emergency room ,0
6781,73433.0,What’s one thing you do to nurture your inner peace,1
6413,36664.0,What’s one thing you’ve done that brought you closer to your true self,1
1118,3124.0,What is the name of the nearest park ,0
5369,1983.0,How do you handle frustration,1
2952,2135.0, What is the largest city by land area in the United States,0
272,2133.0, What is the longest chain of mountains in the world,0
706,1619.0, What is the most famous national park in Australia,0
6412,36563.0,What’s something you’ve recently done to improve your self-discipline,1
6721,67473.0,What’s one way you keep your emotional health in check,1
10,1971.0,What is the name of the process that forms clouds ,0
2871,801.0,"Would you rather ride a bike, ride a horse, or drive a car ",1
748,1165.0,How messy are you ,1
2910,3018.0,Is water transparent ,0
4732,3165.0,Where can I get a map of the city ,0
2504,1095.0,What is the largest mammal in the world ,0
3256,1173.0,What is the most spontaneous decision you have ever made  Do you think it was right ,1
3445,2425.0,What is the most visited city in the world ,0
3392,1185.0,How is your relationship with your extended family ,1
6080,3331.0,What’s a childhood memory that always makes you smile,1
5890,1773.0,What is the best way to handle criticism,1
934,1004.0,What skills do you look for when hiring someone ,1
4747,947.0,What song would you say best sums you up ,1
3325,2587.0, What is the longest stretch of road in the world,0
2712,2063.0,What is the main function of the kidneys ,0
46,934.0,"If you had to describe yourself as an animal, which one would it be ",1
4076,627.0,Have you ever eaten dropped food ,1
957,3557.0,Do you have any siblings ,1
1525,1207.0,"If you have to describe your style, how would you do that ",1
5478,2224.0,How do you handle conflict in the workplace,1
1729,2048.0,What’s your favorite way to learn new skills ,1
93,1814.0,What’s the best way to approach problem-solving ,1
3563,2931.0,Where do you work ,1
1829,3620.0,What is your favorite thing to do at the beach ,1
3976,1238.0, What is the most common language in the world,0
6478,43129.0,What’s one thing you’ve learned from your past relationships,1
2666,962.0,What is the name of the toy cowboy in the movie “Toy Story” ,0
2058,1812.0, What is the fastest growing technology in the world,0
1432,3050.0,Is the sun brighter than the stars ,0
6636,58988.0,How do you set boundaries to protect your mental health,1
6502,45553.0,What’s one thing you’ve done that has helped you build better habits,1
4451,2577.0,Who developed the first polio vaccine ,0
2230,1475.0,Who was the first person to step on the moon ,0
4330,1948.0, What is the best-selling video game ever,0
4460,2281.0, What is the most famous cathedral in the world,0
3861,535.0,"Do you feel intimidated by someone  So, what traits in someone make you feel so ",1
1039,3544.0,How do I get a ticket for a local museum ,0
1479,1333.0,Who was your favorite teacher  And what made them so great ,1
221,442.0,What was Mao Zedong famous for ,0
3554,673.0,Why is general science important ,0
5407,1771.0,What is the most famous movie in history,0
4558,1908.0,What’s your favorite way to spend a holiday ,1
1320,2190.0, What is the largest national park in the United States,0
5140,3157.0,What is the largest continent,0
5220,1846.0,What is the most famous painting in the world,0
5936,1795.0,What is the best way to develop a growth mindset,1
5474,2306.0,What is the best way to learn about history,1
334,3265.0,Where is the nearest public library ,0
2321,3661.0,Do you have a favorite family vacation spot ,1
5860,1382.0,What is the most famous historical figure in Africa,0
2739,783.0,What type of pastry is used to create a traditional French Croissant ,0
1586,3187.0,What is the current temperature outside ,0
5198,3150.0,What is the largest species of bear,0
159,1411.0,"Which country is known as the ""Land of the Rising Sun"" ",0
6259,21210.0,What’s something you do to stay grounded,1
4013,3633.0,What is your favorite holiday ,1
2676,2058.0,What’s the best way to start your day ,1
5491,1511.0,What is the best way to stay productive at home,1
2293,2837.0, What is the largest rock formation in the world,0
2238,567.0,"If you could only eat one meal for the rest of your life, what would it be ",1
6029,1604.0,What is the best way to improve your interpersonal skills,1
2163,487.0,Is there something that you used to consider cool as a child but not now ,1
6086,3937.0,What’s your go-to way of self-care,1
1148,6.0,What fictional character would be your soulmate in real life ,1
1485,1111.0,Do you think formal education really helps someone in becoming a better version of themselves ,1
3309,2393.0, What is the capital of Australia,0
2849,2898.0, What is the most dangerous volcano in the world,0
6467,42018.0,What’s something you do to build and maintain your confidence,1
5143,1625.0,How do you stay calm under pressure,1
996,1076.0,What ancient wonder was located in the city of Alexandria in Egypt ,0
3085,900.0,What one professional accomplishment are you most proud of ,1
6928,88180.0,What’s one thing you do to overcome self-limiting beliefs,1
2536,3277.0,How do I rent a bicycle ,0
2255,498.0,Who are the people in your family ,1
2067,3309.0,How do I request a taxi service ,0
5170,2761.0,What is the most famous street in the world,0
3724,1710.0,What’s the best way to make a positive first impression ,1
572,1241.0,"Do you think you are an old soul  Like, you might have lived even before this life ",1
217,2530.0, What is the longest river in the United States,0
1653,303.0,Have you ever had a nickname  What is it ,1
4216,2802.0,Who is your favorite sports team ,1
6619,57271.0,What’s one thing you’ve done to increase your emotional resilience,1
1889,2192.0,What is the longest river in the world ,0
4692,2572.0, What is the largest ocean in the Pacific,0
1638,2703.0, What is the most famous volcano,0
1738,3115.0, How do you manage expectations in relationships,1
5387,1941.0,How do you build self-confidence,1
6564,51716.0,How do you overcome negative thoughts when they arise,1
6240,19391.0,What’s something that has shaped your values,1
5144,2932.0,What’s the most iconic landmark in the United States,0
348,2485.0,What is the largest species of bird ,0
6653,60605.0,What’s one thing you do to improve your mental resilience,1
1132,237.0,Is there anything you are engaged in apart from your main job ,1
123,2272.0, What is the largest natural feature in the world,0
6134,8785.0,What’s the best way to show kindness to others,1
3979,2602.0, What is the most famous food in Italy,0
4353,841.0,"Who is your favorite fictional villain character  Not a hero. Yes, villain.",1
831,2631.0, What is the most expensive hotel in the world,0
4187,3377.0,Where can I find a good place for lunch ,0
6798,75150.0,How do you maintain a sense of purpose in times of uncertainty,1
3430,359.0,Can we say that everything is fair in love and war ,1
6525,47876.0,How do you celebrate your personal growth,1
1391,2404.0,What is the name of the most famous pyramid in Egypt ,0
6190,14341.0,What’s something that brings you joy every day,1
4143,3248.0,Where can I find a clothing store ,0
513,608.0,In which year did the Titanic sink ,0
541,3194.0,What is the address of the nearest hospital ,0
919,2766.0,Who is the most kind-hearted person you know ,1
6463,41614.0,What’s something you do to ensure you stay connected to your true self,1
818,1751.0,Which planet is the closest to the Sun ,0
5179,2479.0,"Who wrote ""The Catcher in the Rye""",0
3379,1316.0,"If angels and devils were real, who would be the coolest ",1
6989,94241.0,How do you stay motivated when you’re not seeing immediate results,1
6320,27371.0,What’s the most challenging thing you’ve faced recently,1
1506,689.0,What makes my life worth living each day  Am I respecting the opportunity ,1
2956,891.0,"In a courtroom, who is responsible for representing the government in criminal cases ",0
4971,3313.0,How far is the beach from here ,0
5425,1843.0,What is the longest river in Asia,0
212,111.0,Which metal is used to make permanent magnets ,0
2448,2779.0, What is the name of the largest ocean on Earth,0
3433,3012.0,Is the moon visible during the day ,0
4463,3417.0,Where can I find a local ice cream shop ,0
4360,1583.0,What is the chemical symbol for gold ,0
2935,1518.0, What is the longest dam in the world,0
6716,66968.0,How do you stay motivated when progress feels slow,1
3942,3677.0,What’s the longest you’ve stayed at a job ,1
6883,83635.0,How do you stay true to yourself when others push you to change,1
3880,2516.0,What’s your favorite way to stay hydrated throughout the day ,1
5610,2123.0,What is the most famous island in the world,0
2932,2575.0, What is the most famous bridge in the world,0
1791,1287.0,Have you ever taken a ridiculous leap of faith ,1
1409,1519.0, What is the longest-running reality TV show,0
3867,3188.0,How do I update my profile information ,0
675,3731.0,Do you prefer the city or the countryside ,1
4587,815.0,How important is the physical touch for you in a romantic relationship ,1
1244,2841.0,Who is the most famous person from your city ,1
2096,1589.0, What is the most famous art museum in the world,0
1370,695.0,What is the chemical symbol for manganese ,0
5616,1431.0,What is the most famous mountain in Africa,0
175,2661.0,Who is the first man to walk in space ,0
6421,37472.0,How do you push through feelings of discouragement,1
705,3072.0,Where can I park my car near here ,0
6524,47775.0,What’s one thing you do to help you let go of negative thoughts,1
3459,3172.0,Where is the nearest police station ,0
3324,679.0,Did you ever date a long-term friend ,1
2405,1723.0, What is the largest living tree in the world,0
6665,61817.0,What’s one thing you do to handle stress in a healthy way,1
1413,2533.0, What is the deepest point on land,0
1041,2147.0, What is the best way to improve your diet,1
111,794.0,"What festival marks the Chinese New Year, with each year represented by an animal from the Chinese zodiac ",0
4441,2660.0,Who was the first woman to serve as the Chancellor of Germany ,0
5363,2143.0,How do you handle failure in life,1
5852,1488.0,What is the most famous library in the world,0
4348,1892.0,What’s the best way to stay hydrated ,1
2402,901.0,Do you walk past a pebble on the road or do you kick it ,1
3482,3297.0,What time does the zoo open ,0
1145,363.0,What is the first thing that you notice in someone ,1
2373,208.0,Who is the king of the gods in Greek mythology ,0
6559,51211.0,What’s one thing you do to boost your confidence in tough times,1
2944,1538.0,What is the powerhouse of the cell ,0
1490,3549.0,Where can I find a place to rent a paddleboard ,0
6416,36967.0,How do you stay balanced during times of high stress,1
230,2801.0, What’s the tallest mountain in the world,0
1948,2580.0,Who was the first African American president of the United States ,0
1835,3597.0,Do you enjoy cooking ,1
2754,2363.0,What’s your favorite type of seafood ,1
5817,1504.0,What is the best way to practice mindfulness,1
5249,2276.0,How do you stay productive during a long workday,1
6970,92322.0,What’s one thing you do to practice gratitude every day,1
5135,2840.0,What’s your favorite type of movie,1
6185,13836.0,What’s your favorite way to give back to others,1
1355,2713.0,Who is the most famous person you’ve ever met ,1
4859,3379.0,Where is the nearest art gallery ,0
6955,90807.0,How do you stay grounded when everything around you feels uncertain,1
946,557.0,Can you share any relationship deal breakers ,1
4666,2509.0,What is the capital of the United Kingdom ,0
1626,1290.0,Do you like the idea of a fixed work hour ,1
4572,674.0,"Suppose you get a time machine that can only take you to the past or future but can’t make you return. Now, what time, what year would you travel if you had to compulsorily ",1
2851,1797.0, What is the most famous palace in the world,0
625,1554.0, How do you stay motivated during a long project,1
1804,2123.0,What is the term for a group of elephants ,0
6399,35250.0,What’s a personal goal you’re currently working towards,1
3425,1190.0,In which year World War I begin ,0
1510,83.0,Which natural disaster is measured with a Richter scale ,0
1998,2353.0,What’s the best way to improve mental clarity ,1
5963,1439.0,What is the most famous mountain in the world,0
4064,41.0,What was your favorite children’s book as a child ,1
1303,956.0,What year was the very first model of the iPhone released ,0
